StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,Gender,Age,check,check_7_TEXT,1A_acceptance,2B_acceptance,3A_acceptance,4B_acceptance,5A_acceptance,6B_acceptance,7A_acceptance,8B_acceptance,9A_acceptance,10B_acceptance,11A_acceptance,12B_acceptance,13A_acceptance,14B_acceptance,15A_acceptance,16B_acceptance,17A_acceptance,18B_acceptance,1B_acceptance,2A_acceptance,3B_acceptance,4A_acceptance,5B_acceptance,6A_acceptance,7B_acceptance,8A_acceptance,9B_acceptance,10A_acceptance,11B_acceptance,12A_acceptance,13B_acceptance,14A_acceptance,15B_acceptance,16A_acceptance,17B_acceptance,18A_acceptance,serious
2018-12-22 16:18:12,2018-12-22 16:23:27,0,173.48.165.229,100,315,1,2018-12-22 16:23:27,R_2ypTV7Oavr6D7vW,,,,,41.904998779296875,-71.10260009765625,anonymous,EN,1,2,57,7,I read the instructions,6,,,5,2,1,6,,,3,2,,,6,3,2,,,,,,,,,,,,,,,,,,,,,1
2018-12-22 16:12:49,2018-12-22 16:24:02,0,137.97.70.158,100,672,1,2018-12-22 16:24:02,R_2f6xt2MO1c4hjCu,,,,,9.983306884765625,76.283294677734375,anonymous,EN,1,1,33,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,7,3,,2,,2,7,4,7,3,4,,,,5,1
2018-12-22 16:05:31,2018-12-22 16:24:08,0,106.210.158.75,100,1116,1,2018-12-22 16:24:08,R_2fEbUBV0CXcvItJ,,,,,18.533294677734375,73.86669921875,anonymous,EN,1,1,35,7,I read the instructions,,5,,2,6,,,2,4,,6,4,,3,,,6,4,,,,,,,,,,,,,,,,,,,1
2018-12-22 16:23:21,2018-12-22 16:28:21,0,72.213.220.189,100,299,1,2018-12-22 16:28:21,R_1dApb8dDW8ASlsM,,,,,30.7772979736328125,-86.4832000732421875,anonymous,EN,1,2,45,7,I read the instructions,,4,4,4,,,4,4,,,6,,6,5,,,6,4,,,,,,,,,,,,,,,,,,,1
2018-12-22 16:25:04,2018-12-22 16:29:16,0,73.193.136.22,100,251,1,2018-12-22 16:29:16,R_vNRbU0iU6QpQRYl,,,,,39.9597015380859375,-74.56549835205078125,anonymous,EN,1,2,35,7,I read the instructions,4,,5,,2,2,,,6,3,,2,6,,6,1,,,,,,,,,,,,,,,,,,,,,1
2018-12-22 16:24:00,2018-12-22 16:29:19,0,68.103.95.37,100,318,1,2018-12-22 16:29:20,R_ugnLq6ECuo1rw4N,,,,,37.75689697265625,-100.02410125732421875,anonymous,EN,1,1,54,7,I read the instructions,,,,,,,,,,,,,,,,,,,3,7,4,,,3,,5,2,,,,,6,1,6,3,,1
2018-12-22 16:27:51,2018-12-22 16:32:22,0,122.164.39.169,100,271,1,2018-12-22 16:32:23,R_1qVDYlx6yohYBKh,,,,,9.9333038330078125,78.11669921875,anonymous,EN,1,1,28,7," ""I read the instructions""",,,,,,,,,,,,,,,,,,,,,,4,,3,,6,3,,,3,3,,3,4,3,4,1
2018-12-22 16:39:52,2018-12-22 16:43:29,0,73.180.78.188,100,216,1,2018-12-22 16:43:30,R_U9qDnkcQJedrbEd,,,,,33.0579986572265625,-80.010101318359375,anonymous,EN,1,1,34,7,I read the instructions,,,,,,,,,,,,,,,,,,,5,6,3,,5,,4,,,6,5,7,,5,,5,,,1
2018-12-22 16:41:34,2018-12-22 16:46:24,0,103.110.236.20,100,289,1,2018-12-22 16:46:24,R_1SxxTUVPIPQ6Xy9,,,,,11.350006103515625,77.733306884765625,anonymous,EN,1,1,33,7,I read the instructions,5,6,6,4,,,5,,5,,4,7,,3,3,,,,,,,,,,,,,,,,,,,,,,1
2018-12-22 16:37:27,2018-12-22 16:47:06,0,107.2.68.78,100,578,1,2018-12-22 16:47:07,R_3qHYSJUdLstpmZv,,,,,44.9532012939453125,-93.15799713134765625,anonymous,EN,1,1,57,7,I read the instructions,,,,,5,4,,5,,6,,3,6,4,,6,6,4,,,,,,,,,,,,,,,,,,,1
2018-12-22 16:56:59,2018-12-22 17:00:01,0,73.243.4.169,100,181,1,2018-12-22 17:00:02,R_1M0467oN2KCkDce,,,,,38.7902069091796875,-104.8199005126953125,anonymous,EN,1,2,53,7,I read the instructions,,1,7,,3,7,,3,,,5,1,7,,,1,,2,,,,,,,,,,,,,,,,,,,1
2018-12-22 16:58:01,2018-12-22 17:02:16,0,207.44.28.148,100,254,1,2018-12-22 17:02:16,R_3HAg9VYxdWpDjJc,,,,,40.795501708984375,-76.41950225830078125,anonymous,EN,1,2,44,7,I read the instructions,,,,,,,,,,,,,,,,,,,6,6,5,,5,,4,,4,5,,2,7,5,,,,,1
2018-12-22 16:49:41,2018-12-22 17:02:27,0,103.207.141.206,100,766,1,2018-12-22 17:02:28,R_R46aQgJVlpMjt7P,,,,,9.9333038330078125,78.11669921875,anonymous,EN,1,2,49,7,I read the instructions,,,,,,,,,,,,,,,,,,,,7,3,,4,,2,,,,7,,6,,5,5,6,3,1
2018-12-22 16:54:55,2018-12-22 17:03:18,0,104.13.213.16,100,502,1,2018-12-22 17:03:18,R_1gUyFLI8uTD5M5L,,,,,38.9575958251953125,-122.6360015869140625,anonymous,EN,1,1,71,7,I read the instructions,,,5,,2,,4,,5,4,,,6,,5,2,2,3,,,,,,,,,,,,,,,,,,,1
2018-12-22 16:58:09,2018-12-22 17:04:53,0,71.29.119.13,100,403,1,2018-12-22 17:04:53,R_3iR7Vo5GOygJeVn,,,,,29.5785064697265625,-95.606597900390625,anonymous,EN,1,2,55,7,I read the instructions,,,,,,,,,,,,,,,,,,,,6,2,5,2,2,,5,,,3,,3,4,,,4,,1
2018-12-22 16:56:21,2018-12-22 17:05:33,0,75.85.176.151,100,551,1,2018-12-22 17:05:33,R_2eROQ8cOEDQwARm,,,,,33.119293212890625,-117.18499755859375,anonymous,EN,1,1,41,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,6,,,2,6,1,7,,6,,,5,6,2,5,1
2018-12-22 17:02:14,2018-12-22 17:09:43,0,71.251.30.228,100,448,1,2018-12-22 17:09:43,R_xrWiQ8hUn3teTfz,,,,,40.722900390625,-73.84729766845703125,anonymous,EN,1,1,62,7,I read the instructions,5,4,6,2,,1,5,,,,,,,3,,2,4,6,,,,,,,,,,,,,,,,,,,1
2018-12-22 17:06:15,2018-12-22 17:12:43,0,24.24.154.168,100,387,1,2018-12-22 17:12:43,R_3MGKlpj7N0H5bDD,,,,,34.2057037353515625,-118.4001007080078125,anonymous,EN,1,2,55,7,I read the instructions,,,,,,,,,,,,,,,,,,,5,,,,,1,4,4,,6,5,,,6,5,5,,6,1
2018-12-22 17:20:24,2018-12-22 17:24:23,0,108.183.59.140,100,239,1,2018-12-22 17:24:24,R_3D8dTsTN4sfntIB,,,,,42.0771026611328125,-76.01180267333984375,anonymous,EN,1,2,56,7,I read the instructions,4,,,1,,1,,2,,1,2,1,,,6,1,6,,,,,,,,,,,,,,,,,,,,1
2018-12-22 17:13:26,2018-12-22 17:24:26,0,173.125.255.45,100,660,1,2018-12-22 17:24:26,R_6KjSvzUNz3KSFb3,,,,,33.84820556640625,-84.3582000732421875,anonymous,EN,1,2,36,7,I read the instructions,,,,,,,,,,,,,,,,,,,4,4,7,4,7,6,,,4,,,7,4,,,,7,,1
2018-12-22 17:08:07,2018-12-22 17:26:42,0,157.50.241.114,100,1115,1,2018-12-22 17:26:43,R_3kI07PJuNwlwO6V,,,,,11.649993896484375,78.16668701171875,anonymous,EN,1,1,39,7,I read the instructions,7,,,4,1,,,,4,6,5,7,7,7,,,6,,,,,,,,,,,,,,,,,,,,1
2018-12-22 17:22:50,2018-12-22 17:28:53,0,12.23.120.193,100,362,1,2018-12-22 17:28:53,R_2Po0UHyhkvANm2I,,,,,41.4994964599609375,-88.7509002685546875,anonymous,EN,1,2,46,7,I read the instructions,,,,,,,,,,,,,,,,,,,3,6,,,3,3,,5,,6,5,4,,2,,,,5,1
2018-12-22 17:35:33,2018-12-22 17:38:30,0,106.203.39.32,100,176,1,2018-12-22 17:38:30,R_26aK82tT2zscbqq,,,,,11.92999267578125,79.829986572265625,anonymous,EN,1,1,35,1,,,,,,,,,,,,,,,,,,,,4,,6,5,,,3,,4,,,,4,4,5,4,3,,1
2018-12-22 17:39:16,2018-12-22 17:43:10,0,23.127.84.138,100,234,1,2018-12-22 17:43:10,R_AckhA6vhKOvC0Rb,,,,,32.7606964111328125,-117.0720977783203125,anonymous,EN,1,2,37,7,I read the instructions,,5,7,5,,3,,7,5,,5,,,,,3,7,6,,,,,,,,,,,,,,,,,,,1
2018-12-22 17:36:43,2018-12-22 17:44:21,0,122.164.31.99,100,457,1,2018-12-22 17:44:22,R_3haQjLNl5vudzfk,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,47,7,I read the instructions,7,,,4,4,,2,,,6,,7,6,4,7,7,,,,,,,,,,,,,,,,,,,,,1
2018-12-22 17:46:19,2018-12-22 17:50:42,0,155.186.98.164,100,263,1,2018-12-22 17:50:43,R_yUZvPSmXvFgLhip,,,,,34.2433013916015625,-117.281097412109375,anonymous,EN,1,1,32,7,I read the instructions,,,1,,6,1,1,1,1,,,1,5,1,,,7,,,,,,,,,,,,,,,,,,,,1
2018-12-22 17:58:05,2018-12-22 18:03:50,0,99.13.250.13,100,344,1,2018-12-22 18:03:50,R_2t5SHjgLUw7vD8u,,,,,28.94549560546875,-80.8968963623046875,anonymous,EN,1,2,67,7,I read the instructions,4,2,,,7,,,,,2,5,1,,,7,2,6,2,,,,,,,,,,,,,,,,,,,1
2018-12-22 17:43:33,2018-12-22 18:06:12,0,96.32.30.254,100,1358,1,2018-12-22 18:06:12,R_3PjBep14crJUY56,,,,,41.960205078125,-72.003997802734375,anonymous,EN,1,2,29,7,I read the instructions,,,,,,,,,,,,,,,,,,,,7,5,,,,7,7,7,6,,7,4,,1,,5,,1
2018-12-22 17:55:40,2018-12-22 18:12:12,0,173.128.67.42,100,992,1,2018-12-22 18:12:12,R_31pGU7i47W24ByN,,,,,25.992095947265625,-80.27120208740234375,anonymous,EN,1,1,26,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,1,4,4,,7,,,5,,4,3,7,4,,5,1
2018-12-22 18:52:05,2018-12-22 18:59:59,0,104.4.233.225,100,474,1,2018-12-22 18:59:59,R_3qx7dm8RPHkjCZn,,,,,33.914306640625,-118.34930419921875,anonymous,EN,1,2,44,7,I read the instructions,,,,,,,,,,,,,,,,,,,3,7,,7,4,5,4,,,7,,7,,,,6,,6,1
2018-12-22 19:55:57,2018-12-22 20:00:38,0,65.191.50.121,100,281,1,2018-12-22 20:00:39,R_1eyKNMHxDgJo1Qh,,,,,34.9535980224609375,-78.93540191650390625,anonymous,EN,1,2,58,7,I read the instructions,5,2,7,6,,,5,2,,5,,,,4,6,,,6,,,,,,,,,,,,,,,,,,,1
2018-12-22 20:08:43,2018-12-22 20:15:21,0,104.58.145.92,100,397,1,2018-12-22 20:15:21,R_3fZd9AXLCYDnceg,,,,,30.64739990234375,-88.2292022705078125,anonymous,EN,1,1,48,7,"I read the instructions.  ",,,,,,,,,,,,,,,,,,,,,2,,6,,4,,3,,4,,4,5,5,5,6,,1
2018-12-22 20:15:43,2018-12-22 20:21:55,0,67.249.189.129,100,371,1,2018-12-22 20:21:55,R_3Jr2nUNp7G2erQM,,,,,43.03070068359375,-74.98760223388671875,anonymous,EN,1,1,62,7,i read the instructions,6,5,,6,,3,,6,5,,4,,6,6,7,,,,,,,,,,,,,,,,,,,,,,1
2018-12-22 20:42:58,2018-12-22 20:47:46,0,98.25.133.145,100,288,1,2018-12-22 20:47:46,R_2tLje1U6PLpfg8E,,,,,32.9756011962890625,-80.18309783935546875,anonymous,EN,1,1,40,7,I read the instructions,,,,,,,,,,,,,,,,,,,6,7,,6,,,,7,1,4,7,7,,,,,6,7,1
2018-12-22 21:05:43,2018-12-22 21:14:36,0,72.145.0.16,100,533,1,2018-12-22 21:14:37,R_1oFFio59sDCaMcp,,,,,25.6573944091796875,-80.362701416015625,anonymous,EN,1,2,72,7,I read the instructions,,,6,,3,,6,,5,2,5,1,7,,,1,6,,,,,,,,,,,,,,,,,,,,1
2018-12-22 21:36:25,2018-12-22 21:42:51,0,69.40.117.185,100,385,1,2018-12-22 21:42:51,R_307hGkNhAUk51oK,,,,,37.6584014892578125,-84.59690093994140625,anonymous,EN,1,2,56,7,I read the instructions,7,,7,,5,5,,,7,5,6,,7,,7,,,7,,,,,,,,,,,,,,,,,,,1
2018-12-22 21:43:05,2018-12-22 21:44:55,0,73.104.68.31,100,109,1,2018-12-22 21:44:55,R_1jfaNjumGSOaKJ9,,,,,30.6221923828125,-81.59059906005859375,anonymous,EN,1,2,36,7,I read the instructions,,4,,4,,6,6,4,,,,6,,5,,3,6,5,,,,,,,,,,,,,,,,,,,1
2018-12-22 22:05:09,2018-12-22 22:18:38,0,98.144.251.73,100,809,1,2018-12-22 22:18:39,R_2dRWPTAPbsNxiQQ,,,,,42.8892059326171875,-87.90270233154296875,anonymous,EN,1,1,37,7,I read the instructions,,,,,,,,,,,,,,,,,,,2,,2,,,2,2,4,4,6,3,,,2,,4,,,1
2018-12-22 22:23:05,2018-12-22 22:27:19,0,174.52.44.124,100,253,1,2018-12-22 22:27:19,R_2Y5HFpg6p6bu2uL,,,,,40.5959014892578125,-111.9644012451171875,anonymous,EN,1,1,27,7,I read the instructions,,,,3,7,1,,3,,,,1,7,3,7,,7,3,,,,,,,,,,,,,,,,,,,1
2018-12-22 22:25:36,2018-12-22 22:32:11,0,24.60.160.36,100,395,1,2018-12-22 22:32:11,R_3g1weAXYbSZYlvC,,,,,42.8574066162109375,-72.59329986572265625,anonymous,EN,1,2,70,7,I read the instructions,,,,,,,,,,,,,,,,,,,2,,,4,2,1,3,5,,6,5,6,,,,4,,,1
2018-12-22 22:42:23,2018-12-22 22:51:40,0,115.99.248.78,100,557,1,2018-12-22 22:51:41,R_25HGORNtNGeizLm,,,,,12.983306884765625,77.58331298828125,anonymous,EN,1,1,55,7,I read the instructions,,,,,,,,,,,,,,,,,,,,6,4,5,6,,,,5,,,,4,4,6,,6,4,1
2018-12-22 23:01:19,2018-12-22 23:04:37,0,64.121.196.248,100,198,1,2018-12-22 23:04:37,R_8BUxiUuO5FKlibn,,,,,40.6956939697265625,-75.2864990234375,anonymous,EN,1,1,28,7,I read the instructions,6,3,5,,,3,5,,3,5,5,,,,6,5,,,,,,,,,,,,,,,,,,,,,1
2018-12-22 23:31:32,2018-12-22 23:40:10,0,35.136.73.97,100,518,1,2018-12-22 23:40:11,R_Adu6rVopy3bDbO1,,,,,28.3022003173828125,-82.62640380859375,anonymous,EN,1,2,55,7,I read the instructions,,,,,,,,,,,,,,,,,,,1,2,4,,,,1,,3,4,1,5,,4,1,,,,1
2018-12-22 23:40:19,2018-12-22 23:43:38,0,24.158.191.7,100,198,1,2018-12-22 23:43:39,R_1jkeg4UjnPhY175,,,,,34.920501708984375,-85.15489959716796875,anonymous,EN,1,2,33,7,I read the instructions,7,2,5,,4,,5,2,,5,1,,,,,4,4,,,,,,,,,,,,,,,,,,,,1
2018-12-22 23:36:47,2018-12-22 23:48:02,0,23.125.192.243,100,675,1,2018-12-22 23:48:03,R_0UGMT3Jng4abNKN,,,,,35.48370361328125,-80.98979949951171875,anonymous,EN,1,1,44,7,I read the instructions,,,,,,,,,,,,,,,,,,,,5,,,,4,,5,,5,2,,3,6,,5,3,6,1
2018-12-23 00:07:11,2018-12-23 00:11:33,0,171.7.187.188,100,262,1,2018-12-23 00:11:33,R_3JfnRiCwKAS1j8v,,,,,13.783294677734375,100.516693115234375,anonymous,EN,1,1,50,7,I read the instructions,,,,,3,2,,,2,2,4,,7,4,6,3,,3,,,,,,,,,,,,,,,,,,,1
2018-12-23 02:29:02,2018-12-23 02:36:34,0,122.174.164.206,100,452,1,2018-12-23 02:36:34,R_2vhKZle2om9hhby,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,30,7,I read the instructions,,,,,,,,,,,,,,,,,,,7,,1,7,6,,5,6,5,,,2,,,,,5,1,1
2018-12-23 02:47:28,2018-12-23 02:50:18,0,117.221.129.24,100,170,1,2018-12-23 02:50:19,R_3JbaZtIWXGw4241,,,,,11.350006103515625,77.733306884765625,anonymous,EN,1,1,37,7,I read the instructions,,6,5,6,,3,,2,,4,,3,,,6,5,7,,,,,,,,,,,,,,,,,,,,1
2018-12-23 03:29:31,2018-12-23 03:34:29,0,173.88.8.208,100,297,1,2018-12-23 03:34:29,R_pau7rtDV6OJO15D,,,,,40.795501708984375,-84.13829803466796875,anonymous,EN,1,2,58,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,4,,,5,,3,,,6,6,6,5,2,5,,4,1
2018-12-23 03:53:06,2018-12-23 04:00:57,0,50.39.123.55,100,470,1,2018-12-23 04:00:57,R_2AMDC2lrTrGTQ4X,,,,,45.4817047119140625,-122.4156036376953125,anonymous,EN,1,2,45,7,I read the instructions,,,,,,,,,,,,,,,,,,,4,6,,3,6,5,,,,7,,,6,,4,5,6,,1
2018-12-23 05:09:09,2018-12-23 05:10:53,0,114.143.38.2,100,104,1,2018-12-23 05:10:53,R_Ry8zzzSRNpKbKHn,,,,,18.975006103515625,72.8258056640625,anonymous,EN,1,2,36,7,I read the instructions,,,,,,,,,,,,,,,,,,,,6,,3,5,,5,,3,,6,7,,,7,4,4,,1
2018-12-23 05:14:08,2018-12-23 05:35:29,0,103.242.199.149,100,1280,1,2018-12-23 05:35:30,R_3sAh4l3ExnVPzOT,,,,,22.5697021484375,88.36968994140625,anonymous,EN,1,1,43,7,I read the instructions,,,,6,6,,5,,5,,6,1,7,4,,,7,4,,,,,,,,,,,,,,,,,,,1
2018-12-23 05:49:29,2018-12-23 05:51:17,0,103.219.206.48,100,108,1,2018-12-23 05:51:18,R_2pM4nWUqVfi7CIa,,,,,11.92999267578125,79.829986572265625,anonymous,EN,1,1,32,7,i read the instrutions,4,5,5,5,,6,,4,,6,,5,,,5,,,6,,,,,,,,,,,,,,,,,,,1
2018-12-23 05:28:19,2018-12-23 05:55:12,0,60.243.59.91,100,1613,1,2018-12-23 05:55:12,R_9BrabkVfJOLt1jX,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,34,7,I read the instructions,,,,,,,,,,,,,,,,,,,3,,2,,,3,3,2,5,7,,,2,6,,,,3,1
2018-12-23 05:53:13,2018-12-23 05:55:15,0,171.61.245.43,100,121,1,2018-12-23 05:55:16,R_a61NOZmaT2EWxQl,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,2,24,4,,,,,,,,,,,,,,,,,,,,5,6,,6,6,,,,,5,6,,6,,5,,5,5,1
2018-12-23 05:47:13,2018-12-23 05:55:17,0,122.164.50.137,100,483,1,2018-12-23 05:55:17,R_2scpsIrz4deomrH,,,,,9.983306884765625,76.283294677734375,anonymous,EN,1,1,24,4,,5,5,,,6,,4,,5,,5,,5,6,,6,6,,,,,,,,,,,,,,,,,,,,1
2018-12-23 05:57:17,2018-12-23 05:58:30,0,171.61.245.43,100,73,1,2018-12-23 05:58:31,R_2tDm42aEnMIslIL,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,2,24,7,I read the instructions,,,6,5,,6,,6,6,,5,6,5,,,,6,6,,,,,,,,,,,,,,,,,,,1
2018-12-23 05:57:44,2018-12-23 05:58:36,0,122.164.50.137,100,52,1,2018-12-23 05:58:37,R_BD0K7ieft18S0Rr,,,,,9.983306884765625,76.283294677734375,anonymous,EN,1,1,24,7,I read the instructions,5,5,,5,6,,,,5,5,,6,6,6,,,6,,,,,,,,,,,,,,,,,,,,1
2018-12-23 05:58:21,2018-12-23 05:59:50,0,157.51.185.61,100,89,1,2018-12-23 05:59:50,R_1156Pv7cHeIkEUN,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,35,2,,,,,,,,,,,,,,,,,,,,3,,,6,,,,3,5,,3,5,4,5,6,,,5,1
2018-12-23 05:57:32,2018-12-23 06:00:07,0,122.174.190.175,100,155,1,2018-12-23 06:00:08,R_3O1THGdFDEgbwZy,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,24,7,"I read the instructions""",,,,,,,,,,,,,,,,,,,6,6,,,,6,5,,,5,,,6,5,5,,6,5,1
2018-12-23 05:55:36,2018-12-23 06:01:14,0,122.164.212.11,100,337,1,2018-12-23 06:01:14,R_1joXhOkLMtAtItn,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,24,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,4,,,5,4,5,5,,5,4,,5,,5,5,,1
2018-12-23 06:00:13,2018-12-23 06:01:19,0,122.164.208.219,100,66,1,2018-12-23 06:01:20,R_1q2hrF10q2OgUPc,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,24,7,I read the instructions,5,,5,,6,5,5,6,,6,,,,,5,6,,6,,,,,,,,,,,,,,,,,,,1
2018-12-23 05:57:27,2018-12-23 06:02:06,0,98.23.23.175,100,279,1,2018-12-23 06:02:06,R_3Rg8Qr5d2UcU3h4,,,,,37.88079833984375,-84.56459808349609375,anonymous,EN,1,1,42,7,I read the instructions,,,,,,,,,,,,,,,,,,,,5,1,3,1,1,1,,1,3,,6,,,,5,,,1
2018-12-23 06:52:24,2018-12-23 06:55:47,0,192.30.158.1,100,202,1,2018-12-23 06:55:47,R_0cj6RuZKjokKxX3,,,,,42.3206939697265625,-84.0334014892578125,anonymous,EN,1,1,32,7,I read the instructions,,,,,,,,,,,,,,,,,,,,5,4,,4,,,5,,,5,6,,4,,5,4,3,1
2018-12-23 06:58:18,2018-12-23 07:08:22,0,122.164.210.125,100,603,1,2018-12-23 07:08:22,R_1oHK5S99SQNuu2v,,,,,9.9333038330078125,78.11669921875,anonymous,EN,1,1,30,4,,,7,7,7,,,7,7,4,,7,7,,7,7,,,,,,,,,,,,,,,,,,,,,,1
2018-12-23 07:53:00,2018-12-23 07:56:54,0,157.50.56.17,100,234,1,2018-12-23 07:56:54,R_2RNTZvtT98J3ZDe,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,1,35,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,,5,5,,,2,,5,5,,,1
2018-12-23 07:56:00,2018-12-23 08:03:16,0,66.108.217.161,100,435,1,2018-12-23 08:03:16,R_wZYVc4O5DUMZHup,,,,,40.686798095703125,-73.822998046875,anonymous,EN,1,3,,7,I read the instructions,6,5,,5,5,3,,,,1,5,2,7,,,,4,,,,,,,,,,,,,,,,,,,,1
2018-12-23 10:41:22,2018-12-23 10:48:55,0,73.173.228.88,100,453,1,2018-12-23 10:48:56,R_vw4Z8tXlKcut5MR,,,,,39.135498046875,-77.28220367431640625,anonymous,EN,1,1,44,7,I read the instructions,,,,,,,,,,,,,,,,,,,4,,,6,1,3,,4,,7,,7,1,7,1,,,,1
2018-12-23 11:00:39,2018-12-23 11:09:23,0,103.91.84.180,100,524,1,2018-12-23 11:09:24,R_2tEg2g7ZsFhaIfn,,,,,22.5697021484375,88.36968994140625,anonymous,EN,1,1,40,7,I read the instructions,6,4,6,,5,,,7,,7,,,,,7,5,7,5,,,,,,,,,,,,,,,,,,,1
2018-12-23 11:43:52,2018-12-23 11:47:49,0,173.66.14.45,100,236,1,2018-12-23 11:47:49,R_1dayymdnbG7a08D,,,,,38.845794677734375,-77.3242034912109375,anonymous,EN,1,2,50,7,I read the instructions,,,,5,,2,7,,7,,5,2,7,6,6,6,,,,,,,,,,,,,,,,,,,,,1
2018-12-23 12:06:38,2018-12-23 12:12:22,0,174.218.146.12,100,343,1,2018-12-23 12:12:22,R_247wQxCW13wBmby,,,,,33.8842010498046875,-84.3760986328125,anonymous,EN,1,2,55,7,I read the instructions,,,,,,,,,,,,,,,,,,,4,6,5,,,,4,7,2,,6,,,,,5,2,5,1
2018-12-23 13:20:59,2018-12-23 13:28:09,0,172.58.224.9,100,430,1,2018-12-23 13:28:10,R_30q4BxxY2xYz1UL,,,,,40.82470703125,-73.8939971923828125,anonymous,EN,1,1,35,7,I read the instructions,7,3,6,7,,,,4,6,,,,7,,6,4,6,,,,,,,,,,,,,,,,,,,,1
2018-12-23 13:25:28,2018-12-23 13:28:47,0,73.31.122.172,100,199,1,2018-12-23 13:28:48,R_3P7VWLHBcsr4lQu,,,,,38.4488983154296875,-78.87139892578125,anonymous,EN,1,2,45,7,I read the instructions,,,,,,,,,,,,,,,,,,,2,,,,4,4,3,6,,,,6,5,6,,,5,3,1
2018-12-23 14:53:29,2018-12-23 15:05:01,0,73.0.35.89,100,692,1,2018-12-23 15:05:02,R_25XvIPjqBSzO7Tc,,,,,25.893402099609375,-80.1757965087890625,anonymous,EN,1,2,58,7,I read the instructions,,,,,,,,,,,,,,,,,,,,3,3,7,,6,,,6,2,6,,7,,6,1,,,1
2018-12-23 14:58:41,2018-12-23 15:12:46,0,173.254.194.196,100,845,1,2018-12-23 15:12:46,R_2y8axsli70BX3b7,,,,,34.0493927001953125,-118.26409912109375,anonymous,EN,1,2,28,7,I read the instructions,,,4,,1,1,7,,,7,7,1,,7,5,,,3,,,,,,,,,,,,,,,,,,,1
2018-12-23 15:12:04,2018-12-23 15:18:11,0,174.134.170.0,100,366,1,2018-12-23 15:18:11,R_57NpOJluP6MD16x,,,,,35.339599609375,-119.0218048095703125,anonymous,EN,1,1,26,7,I read the instructions,,,,,,,,,,,,,,,,,,,1,2,1,,5,,,,,,,5,,1,3,5,4,2,1
2018-12-22 14:57:50,2018-12-22 15:27:09,0,106.198.36.85,46,1758,0,2018-12-23 15:27:18,R_xEf4CJJ6jbK1OKZ,,,,,,,anonymous,EN,1,1,30,7,I read the instructions,7,2,2,,3,,5,,,,6,,,,,5,,,,,,,,,,,,,,,,,,,,,
2018-12-22 15:35:11,2018-12-22 15:36:20,0,75.118.53.50,4,68,0,2018-12-23 15:36:35,R_3M9HArvitIrFxjy,,,,,,,anonymous,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22 15:52:01,2018-12-22 15:52:30,0,61.2.78.33,3,28,0,2018-12-23 15:52:34,R_1ikbOSa5wPJPacp,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-23 15:49:03,2018-12-23 15:54:06,0,68.33.30.98,100,302,1,2018-12-23 15:54:06,R_1gHC7GHecPIuleM,,,,,39.1125030517578125,-77.25150299072265625,anonymous,EN,1,1,40,7,I read the instructions,,,,,,,,,,,,,,,,,,,,6,,6,,,3,4,1,6,5,,2,,4,,,7,1
2018-12-23 16:07:45,2018-12-23 16:10:05,0,122.164.124.251,100,140,1,2018-12-23 16:10:06,R_3G6XYwPZEn3dpDq,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,1,2,29,7,I read the instructions,6,6,,,6,5,6,7,,6,,6,7,6,,,,,,,,,,,,,,,,,,,,,,,1
2018-12-22 15:51:33,2018-12-22 16:22:54,0,74.98.207.149,3,1881,0,2018-12-23 16:23:10,R_2EbHeGIJsw3jq9t,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-22 16:52:34,2018-12-22 16:53:44,0,171.49.189.8,29,70,0,2018-12-23 16:54:25,R_1N3PWC2hanXcLKV,,,,,,,anonymous,EN,1,1,39,7,I read the instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
